# Solution file
# Created: 2026-02-20 16:15:33
# Objective value: 48563.96578796418
# Variable values
cap[('PV', 'example')] 0.000000
cap[('PV', 'example2')] 0.000000
cap[('WT', 'example')] 0.000000
cap[('WT', 'example2')] 0.000000
cap[('STC', 'example')] 0.000000
cap[('STC', 'example2')] 0.000000
cap[('WAT', 'example')] 10.179277
cap[('WAT', 'example2')] 17.776317
cap[('HP', 'example')] 24.071215
cap[('HP', 'example2')] 7.379103
cap[('EB', 'example')] 17.081894
cap[('EB', 'example2')] 0.000000
cap[('CC', 'example')] 0.000000
cap[('CC', 'example2')] 0.000000
cap[('AC', 'example')] 0.000000
cap[('AC', 'example2')] 0.000000
cap[('CHP', 'example')] 0.000000
cap[('CHP', 'example2')] 0.000000
cap[('BOI', 'example')] 0.000000
cap[('BOI', 'example2')] 0.000000
cap[('GHP', 'example')] 0.000000
cap[('GHP', 'example2')] 0.000000
cap[('BCHP', 'example')] 0.000000
cap[('BCHP', 'example2')] 0.000000
cap[('BBOI', 'example')] 158.048968
cap[('BBOI', 'example2')] 173.857134
cap[('WCHP', 'example')] 0.000000
cap[('WCHP', 'example2')] 0.000000
cap[('WBOI', 'example')] 0.000000
cap[('WBOI', 'example2')] 0.000000
cap[('ELYZ', 'example')] 0.000000
cap[('ELYZ', 'example2')] 0.000000
cap[('FC', 'example')] 0.000000
cap[('FC', 'example2')] 0.000000
cap[('H2S', 'example')] 0.000000
cap[('H2S', 'example2')] 0.000000
cap[('SAB', 'example')] 0.000000
cap[('SAB', 'example2')] 0.000000
cap[('TES', 'example')] 43.022381
cap[('TES', 'example2')] 33.700020
cap[('CTES', 'example')] 0.000000
cap[('CTES', 'example2')] 0.000000
cap[('BAT', 'example')] 0.000000
cap[('BAT', 'example2')] 0.000000
cap[('GS', 'example')] 0.000000
cap[('GS', 'example2')] 0.000000
area[('PV', 'example')] 0.000000
area[('PV', 'example2')] 0.000000
area[('STC', 'example')] 0.000000
area[('STC', 'example2')] 0.000000
gas[('CHP', 'example', 0, 0, 0)] 0.000000
heat[('AC', 'example', 0, 2, 47)] 0.000000
heat[('AC', 'example', 0, 2, 48)] 0.000000
heat[('AC', 'example', 0, 2, 49)] 0.000000
heat[('AC', 'example', 0, 2, 50)] 0.000000
heat[('AC', 'example', 0, 2, 51)] 0.000000
heat[('AC', 'example', 0, 2, 52)] 0.000000
heat[('AC', 'example', 0, 2, 53)] 0.000000
heat[('AC', 'example', 0, 2, 54)] 0.000000
heat[('AC', 'example', 0, 2, 55)] 0.000000
heat[('AC', 'example', 0, 2, 56)] 0.000000
heat[('AC', 'example', 0, 2, 57)] 0.000000
heat[('AC', 'example', 0, 2, 58)] 0.000000
heat[('AC', 'example', 0, 2, 59)] 0.000000
heat[('AC', 'example', 0, 2, 60)] 0.000000
heat[('AC', 'example', 0, 2, 61)] 0.000000
heat[('AC', 'example', 0, 2, 62)] 0.000000
heat[('AC', 'example', 0, 2, 63)] 0.000000
heat[('AC', 'example', 0, 2, 64)] 0.000000
heat[('AC', 'example', 0, 2, 65)] 0.000000
heat[('AC', 'example', 0, 2, 66)] 0.000000
heat[('AC', 'example', 0, 2, 67)] 0.000000
heat[('AC', 'example', 0, 2, 68)] 0.000000
heat[('AC', 'example', 0, 2, 69)] 0.000000
heat[('AC', 'example', 0, 2, 70)] 0.000000
heat[('AC', 'example', 0, 2, 71)] 0.000000
heat[('AC', 'example', 0, 2, 72)] 0.000000
heat[('AC', 'example', 0, 2, 73)] 0.000000
heat[('AC', 'example', 0, 2, 74)] 0.000000
heat[('AC', 'example', 0, 2, 75)] 0.000000
heat[('AC', 'example', 0, 2, 76)] 0.000000
heat[('AC', 'example', 0, 2, 77)] 0.000000
heat[('AC', 'example', 0, 2, 78)] 0.000000
heat[('AC', 'example', 0, 2, 79)] 0.000000
heat[('AC', 'example', 0, 2, 80)] 0.000000
heat[('AC', 'example', 0, 2, 81)] 0.000000
heat[('AC', 'example', 0, 2, 82)] 0.000000
heat[('AC', 'example', 0, 2, 83)] 0.000000
heat[('AC', 'example', 0, 2, 84)] 0.000000
heat[('AC', 'example', 0, 2, 85)] 0.000000
heat[('AC', 'example', 0, 2, 86)] 0.000000
heat[('AC', 'example', 0, 2, 87)] 0.000000
heat[('AC', 'example', 0, 2, 88)] 0.000000
heat[('AC', 'example', 0, 2, 89)] 0.000000
heat[('AC', 'example', 0, 2, 90)] 0.000000
heat[('AC', 'example', 0, 2, 91)] 0.000000
heat[('AC', 'example', 0, 2, 92)] 0.000000
heat[('AC', 'example', 0, 2, 93)] 0.000000
heat[('AC', 'example', 0, 2, 94)] 0.000000
heat[('AC', 'example', 0, 2, 95)] 0.000000
heat[('AC', 'example', 0, 2, 96)] 0.000000
heat[('AC', 'example', 0, 2, 97)] 0.000000
heat[('AC', 'example', 0, 2, 98)] 0.000000
heat[('AC', 'example', 0, 2, 99)] 0.000000
heat[('AC', 'example', 0, 2, 100)] 0.000000
heat[('AC', 'example', 0, 2, 101)] 0.000000
heat[('AC', 'example', 0, 2, 102)] 0.000000
heat[('AC', 'example', 0, 2, 103)] 0.000000
heat[('AC', 'example', 0, 2, 104)] 0.000000
heat[('AC', 'example', 0, 2, 105)] 0.000000
heat[('AC', 'example', 0, 2, 106)] 0.000000
heat[('AC', 'example', 0, 2, 107)] 0.000000
heat[('AC', 'example', 0, 2, 108)] 0.000000
heat[('AC', 'example', 0, 2, 109)] 0.000000
heat[('AC', 'example', 0, 2, 110)] 0.000000
heat[('AC', 'example', 0, 2, 111)] 0.000000
heat[('AC', 'example', 0, 2, 112)] 0.000000
heat[('AC', 'example', 0, 2, 113)] 0.000000
heat[('AC', 'example', 0, 2, 114)] 0.000000
heat[('AC', 'example', 0, 2, 115)] 0.000000
heat[('AC', 'example', 0, 2, 116)] 0.000000
heat[('AC', 'example', 0, 2, 117)] 0.000000
heat[('AC', 'example', 0, 2, 118)] 0.000000
heat[('AC', 'example', 0, 2, 119)] 0.000000
heat[('AC', 'example', 0, 2, 120)] 0.000000
heat[('AC', 'example', 0, 2, 121)] 0.000000
heat[('AC', 'example', 0, 2, 122)] 0.000000
heat[('AC', 'example', 0, 2, 123)] 0.000000
heat[('AC', 'example', 0, 2, 124)] 0.000000
heat[('AC', 'example', 0, 2, 125)] 0.000000
heat[('AC', 'example', 0, 2, 126)] 0.000000
heat[('AC', 'example', 0, 2, 127)] 0.000000
heat[('AC', 'example', 0, 2, 128)] 0.000000
heat[('AC', 'example', 0, 2, 129)] 0.000000
heat[('AC', 'example', 0, 2, 130)] 0.000000
heat[('AC', 'example', 0, 2, 131)] 0.000000
heat[('AC', 'example', 0, 2, 132)] 0.000000
heat[('AC', 'example', 0, 2, 133)] 0.000000
heat[('AC', 'example', 0, 2, 134)] 0.000000
heat[('AC', 'example', 0, 2, 135)] 0.000000
heat[('AC', 'example', 0, 2, 136)] 0.000000
heat[('AC', 'example', 0, 2, 137)] 0.000000
heat[('AC', 'example', 0, 2, 138)] 0.000000
heat[('AC', 'example', 0, 2, 139)] 0.000000
heat[('AC', 'example', 0, 2, 140)] 0.000000
heat[('AC', 'example', 0, 2, 141)] 0.000000
heat[('AC', 'example', 0, 2, 142)] 0.000000
heat[('AC', 'example', 0, 2, 143)] 0.000000
heat[('AC', 'example', 0, 2, 144)] 0.000000
heat[('AC', 'example', 0, 2, 145)] 0.000000
heat[('AC', 'example', 0, 2, 146)] 0.000000
heat[('AC', 'example', 0, 2, 147)] 0.000000
heat[('AC', 'example', 0, 2, 148)] 0.000000
heat[('AC', 'example', 0, 2, 149)] 0.000000
heat[('AC', 'example', 0, 2, 150)] 0.000000
heat[('AC', 'example', 0, 2, 151)] 0.000000
heat[('AC', 'example', 0, 2, 152)] 0.000000
heat[('AC', 'example', 0, 2, 153)] 0.000000
heat[('AC', 'example', 0, 2, 154)] 0.000000
heat[('AC', 'example', 0, 2, 155)] 0.000000
heat[('AC', 'example', 0, 2, 156)] 0.000000
heat[('AC', 'example', 0, 2, 157)] 0.000000
heat[('AC', 'example', 0, 2, 158)] 0.000000
heat[('AC', 'example', 0, 2, 159)] 0.000000
heat[('AC', 'example', 0, 2, 160)] 0.000000
heat[('AC', 'example', 0, 2, 161)] 0.000000
heat[('AC', 'example', 0, 2, 162)] 0.000000
heat[('AC', 'example', 0, 2, 163)] 0.000000
heat[('AC', 'example', 0, 2, 164)] 0.000000
heat[('AC', 'example', 0, 2, 165)] 0.000000
heat[('AC', 'example', 0, 2, 166)] 0.000000
heat[('AC', 'example', 0, 2, 167)] 0.000000
heat[('AC', 'example', 0, 3, 0)] 0.000000
heat[('AC', 'example', 0, 3, 1)] 0.000000
heat[('AC', 'example', 0, 3, 2)] 0.000000
heat[('AC', 'example', 0, 3, 3)] 0.000000
heat[('AC', 'example', 0, 3, 4)] 0.000000
heat[('AC', 'example', 0, 3, 5)] 0.000000
heat[('AC', 'example', 0, 3, 6)] 0.000000
heat[('AC', 'example', 0, 3, 7)] 0.000000
heat[('AC', 'example', 0, 3, 8)] 0.000000
heat[('AC', 'example', 0, 3, 9)] 0.000000
heat[('AC', 'example', 0, 3, 10)] 0.000000
heat[('AC', 'example', 0, 3, 11)] 0.000000
heat[('AC', 'example', 0, 3, 12)] 0.000000
heat[('AC', 'example', 0, 3, 13)] 0.000000
heat[('AC', 'example', 0, 3, 14)] 0.000000
heat[('AC', 'example', 0, 3, 15)] 0.000000
heat[('AC', 'example', 0, 3, 16)] 0.000000
heat[('AC', 'example', 0, 3, 17)] 0.000000
heat[('AC', 'example', 0, 3, 18)] 0.000000
heat[('AC', 'example', 0, 3, 19)] 0.000000
heat[('AC', 'example', 0, 3, 20)] 0.000000
heat[('AC', 'example', 0, 3, 21)] 0.000000
heat[('AC', 'example', 0, 3, 22)] 0.000000
heat[('AC', 'example', 0, 3, 23)] 0.000000
heat[('AC', 'example', 0, 3, 24)] 0.000000
heat[('AC', 'example', 0, 3, 25)] 0.000000
heat[('AC', 'example', 0, 3, 26)] 0.000000
heat[('AC', 'example', 0, 3, 27)] 0.000000
heat[('AC', 'example', 0, 3, 28)] 0.000000
heat[('AC', 'example', 0, 3, 29)] 0.000000
heat[('AC', 'example', 0, 3, 30)] 0.000000
heat[('AC', 'example', 0, 3, 31)] 0.000000
heat[('AC', 'example', 0, 3, 32)] 0.000000
heat[('AC', 'example', 0, 3, 33)] 0.000000
heat[('AC', 'example', 0, 3, 34)] 0.000000
heat[('AC', 'example', 0, 3, 35)] 0.000000
heat[('AC', 'example', 0, 3, 36)] 0.000000
heat[('AC', 'example', 0, 3, 37)] 0.000000
heat[('AC', 'example', 0, 3, 38)] 0.000000
heat[('AC', 'example', 0, 3, 39)] 0.000000
heat[('AC', 'example', 0, 3, 40)] 0.000000
heat[('AC', 'example', 0, 3, 41)] 0.000000
heat[('AC', 'example', 0, 3, 42)] 0.000000
heat[('AC', 'example', 0, 3, 43)] 0.000000
heat[('AC', 'example', 0, 3, 44)] 0.000000
heat[('AC', 'example', 0, 3, 45)] 0.000000
heat[('AC', 'example', 0, 3, 46)] 0.000000
heat[('AC', 'example', 0, 3, 47)] 0.000000
heat[('AC', 'example', 0, 3, 48)] 0.000000
heat[('AC', 'example', 0, 3, 49)] 0.000000
heat[('AC', 'example', 0, 3, 50)] 0.000000
heat[('AC', 'example', 0, 3, 51)] 0.000000
heat[('AC', 'example', 0, 3, 52)] 0.000000
heat[('AC', 'example', 0, 3, 53)] 0.000000
heat[('AC', 'example', 0, 3, 54)] 0.000000
heat[('AC', 'example', 0, 3, 55)] 0.000000
heat[('AC', 'example', 0, 3, 56)] 0.000000
heat[('AC', 'example', 0, 3, 57)] 0.000000
heat[('AC', 'example', 0, 3, 58)] 0.000000
heat[('AC', 'example', 0, 3, 59)] 0.000000
heat[('AC', 'example', 0, 3, 60)] 0.000000
heat[('AC', 'example', 0, 3, 61)] 0.000000
heat[('AC', 'example', 0, 3, 62)] 0.000000
heat[('AC', 'example', 0, 3, 63)] 0.000000
heat[('AC', 'example', 0, 3, 64)] 0.000000
heat[('AC', 'example', 0, 3, 65)] 0.000000
heat[('AC', 'example', 0, 3, 66)] 0.000000
heat[('AC', 'example', 0, 3, 67)] 0.000000
heat[('AC', 'example', 0, 3, 68)] 0.000000
heat[('AC', 'example', 0, 3, 69)] 0.000000
heat[('AC', 'example', 0, 3, 70)] 0.000000
heat[('AC', 'example', 0, 3, 71)] 0.000000
heat[('AC', 'example', 0, 3, 72)] 0.000000
heat[('AC', 'example', 0, 3, 73)] 0.000000
heat[('AC', 'example', 0, 3, 74)] 0.000000
heat[('AC', 'example', 0, 3, 75)] 0.000000
heat[('AC', 'example', 0, 3, 76)] 0.000000
heat[('AC', 'example', 0, 3, 77)] 0.000000
heat[('AC', 'example', 0, 3, 78)] 0.000000
heat[('AC', 'example', 0, 3, 79)] 0.000000
heat[('AC', 'example', 0, 3, 80)] 0.000000
heat[('AC', 'example', 0, 3, 81)] 0.000000
heat[('AC', 'example', 0, 3, 82)] 0.000000
heat[('AC', 'example', 0, 3, 83)] 0.000000
heat[('AC', 'example', 0, 3, 84)] 0.000000
heat[('AC', 'example', 0, 3, 85)] 0.000000
heat[('AC', 'example', 0, 3, 86)] 0.000000
heat[('AC', 'example', 0, 3, 87)] 0.000000
heat[('AC', 'example', 0, 3, 88)] 0.000000
heat[('AC', 'example', 0, 3, 89)] 0.000000
heat[('AC', 'example', 0, 3, 90)] 0.000000
heat[('AC', 'example', 0, 3, 91)] 0.000000
heat[('AC', 'example', 0, 3, 92)] 0.000000
heat[('AC', 'example', 0, 3, 93)] 0.000000
heat[('AC', 'example', 0, 3, 94)] 0.000000
heat[('AC', 'example', 0, 3, 95)] 0.000000
heat[('AC', 'example', 0, 3, 96)] 0.000000
heat[('AC', 'example', 0, 3, 97)] 0.000000
heat[('AC', 'example', 0, 3, 98)] 0.000000
heat[('AC', 'example', 0, 3, 99)] 0.000000
heat[('AC', 'example', 0, 3, 100)] 0.000000
heat[('AC', 'example', 0, 3, 101)] 0.000000
heat[('AC', 'example', 0, 3, 102)] 0.000000
heat[('AC', 'example', 0, 3, 103)] 0.000000
heat[('AC', 'example', 0, 3, 104)] 0.000000
heat[('AC', 'example', 0, 3, 105)] 0.000000
heat[('AC', 'example', 0, 3, 106)] 0.000000
heat[('AC', 'example', 0, 3, 107)] 0.000000
heat[('AC', 'example', 0, 3, 108)] 0.000000
heat[('AC', 'example', 0, 3, 109)] 0.000000
heat[('AC', 'example', 0, 3, 110)] 0.000000
heat[('AC', 'example', 0, 3, 111)] 0.000000
heat[('AC', 'example', 0, 3, 112)] 0.000000
heat[('AC', 'example', 0, 3, 113)] 0.000000
heat[('AC', 'example', 0, 3, 114)] 0.000000
heat[('AC', 'example', 0, 3, 115)] 0.000000
heat[('AC', 'example', 0, 3, 116)] 0.000000
heat[('AC', 'example', 0, 3, 117)] 0.000000
heat[('AC', 'example', 0, 3, 118)] 0.000000
heat[('AC', 'example', 0, 3, 119)] 0.000000
heat[('AC', 'example', 0, 3, 120)] 0.000000
heat[('AC', 'example', 0, 3, 121)] 0.000000
heat[('AC', 'example', 0, 3, 122)] 0.000000
heat[('AC', 'example', 0, 3, 123)] 0.000000
heat[('AC', 'example', 0, 3, 124)] 0.000000
heat[('AC', 'example', 0, 3, 125)] 0.000000
heat[('AC', 'example', 0, 3, 126)] 0.000000
heat[('AC', 'example', 0, 3, 127)] 0.000000
heat[('AC', 'example', 0, 3, 128)] 0.000000
heat[('AC', 'example', 0, 3, 129)] 0.000000
heat[('AC', 'example', 0, 3, 130)] 0.000000
heat[('AC', 'example', 0, 3, 131)] 0.000000
heat[('AC', 'example', 0, 3, 132)] 0.000000
heat[('AC', 'example', 0, 3, 133)] 0.000000
heat[('AC', 'example', 0, 3, 134)] 0.000000
heat[('AC', 'example', 0, 3, 135)] 0.000000
heat[('AC', 'example', 0, 3, 136)] 0.000000
heat[('AC', 'example', 0, 3, 137)] 0.000000
heat[('AC', 'example', 0, 3, 138)] 0.000000
heat[('AC', 'example', 0, 3, 139)] 0.000000
heat[('AC', 'example', 0, 3, 140)] 0.000000
heat[('AC', 'example', 0, 3, 141)] 0.000000
heat[('AC', 'example', 0, 3, 142)] 0.000000
heat[('AC', 'example', 0, 3, 143)] 0.000000
heat[('AC', 'example', 0, 3, 144)] 0.000000
heat[('AC', 'example', 0, 3, 145)] 0.000000
heat[('AC', 'example', 0, 3, 146)] 0.000000
heat[('AC', 'example', 0, 3, 147)] 0.000000
heat[('AC', 'example', 0, 3, 148)] 0.000000
heat[('AC', 'example', 0, 3, 149)] 0.000000
heat[('AC', 'example', 0, 3, 150)] 0.000000
heat[('AC', 'example', 0, 3, 151)] 0.000000
heat[('AC', 'example', 0, 3, 152)] 0.000000
heat[('AC', 'example', 0, 3, 153)] 0.000000
heat[('AC', 'example', 0, 3, 154)] 0.000000
heat[('AC', 'example', 0, 3, 155)] 0.000000
heat[('AC', 'example', 0, 3, 156)] 0.000000
heat[('AC', 'example', 0, 3, 157)] 0.000000
heat[('AC', 'example', 0, 3, 158)] 0.000000
heat[('AC', 'example', 0, 3, 159)] 0.000000
heat[('AC', 'example', 0, 3, 160)] 0.000000
heat[('AC', 'example', 0, 3, 161)] 0.000000
heat[('AC', 'example', 0, 3, 162)] 0.000000
heat[('AC', 'example', 0, 3, 163)] 0.000000
heat[('AC', 'example', 0, 3, 164)] 0.000000
heat[('AC', 'example', 0, 3, 165)] 0.000000
heat[('AC', 'example', 0, 3, 166)] 0.000000
heat[('AC', 'example', 0, 3, 167)] 0.000000
heat[('AC', 'example2', 0, 0, 0)] 0.000000
heat[('AC', 'example2', 0, 0, 1)] 0.000000
heat[('AC', 'example2', 0, 0, 2)] 0.000000
heat[('AC', 'example2', 0, 0, 3)] 0.000000
heat[('AC', 'example2', 0, 0, 4)] 0.000000
heat[('AC', 'example2', 0, 0, 5)] 0.000000
heat[('AC', 'example2', 0, 0, 6)] 0.000000
heat[('AC', 'example2', 0, 0, 7)] 0.000000
heat[('AC', 'example2', 0, 0, 8)] 0.000000
heat[('AC', 'example2', 0, 0, 9)] 0.000000
heat[('AC', 'example2', 0, 0, 10)] 0.000000
heat[('AC', 'example2', 0, 0, 11)] 0.000000
heat[('AC', 'example2', 0, 0, 12)] 0.000000
heat[('AC', 'example2', 0, 0, 13)] 0.000000
heat[('AC', 'example2', 0, 0, 14)] 0.000000
heat[('AC', 'example2', 0, 0, 15)] 0.000000
heat[('AC', 'example2', 0, 0, 16)] 0.000000
heat[('AC', 'example2', 0, 0, 17)] 0.000000
heat[('AC', 'example2', 0, 0, 18)] 0.000000
heat[('AC', 'example2', 0, 0, 19)] 0.000000
heat[('AC', 'example2', 0, 0, 20)] 0.000000
heat[('AC', 'example2', 0, 0, 21)] 0.000000
heat[('AC', 'example2', 0, 0, 22)] 0.000000
heat[('AC', 'example2', 0, 0, 23)] 0.000000
heat[('AC', 'example2', 0, 0, 24)] 0.000000
heat[('AC', 'example2', 0, 0, 25)] 0.000000
heat[('AC', 'example2', 0, 0, 26)] 0.000000
heat[('AC', 'example2', 0, 0, 27)] 0.000000
heat[('AC', 'example2', 0, 0, 28)] 0.000000
heat[('AC', 'example2', 0, 0, 29)] 0.000000
heat[('AC', 'example2', 0, 0, 30)] 0.000000
heat[('AC', 'example2', 0, 0, 31)] 0.000000
heat[('AC', 'example2', 0, 0, 32)] 0.000000
heat[('AC', 'example2', 0, 0, 33)] 0.000000
heat[('AC', 'example2', 0, 0, 34)] 0.000000
heat[('AC', 'example2', 0, 0, 35)] 0.000000
heat[('AC', 'example2', 0, 0, 36)] 0.000000
heat[('AC', 'example2', 0, 0, 37)] 0.000000
heat[('AC', 'example2', 0, 0, 38)] 0.000000
heat[('AC', 'example2', 0, 0, 39)] 0.000000
heat[('AC', 'example2', 0, 0, 40)] 0.000000
heat[('AC', 'example2', 0, 0, 41)] 0.000000
heat[('AC', 'example2', 0, 0, 42)] 0.000000
heat[('AC', 'example2', 0, 0, 43)] 0.000000
heat[('AC', 'example2', 0, 0, 44)] 0.000000
heat[('AC', 'example2', 0, 0, 45)] 0.000000
heat[('AC', 'example2', 0, 0, 46)] 0.000000
heat[('AC', 'example2', 0, 0, 47)] 0.000000
heat[('AC', 'example2', 0, 0, 48)] 0.000000
heat[('AC', 'example2', 0, 0, 49)] 0.000000
heat[('AC', 'example2', 0, 0, 50)] 0.000000
heat[('AC', 'example2', 0, 0, 51)] 0.000000
heat[('AC', 'example2', 0, 0, 52)] 0.000000
heat[('AC', 'example2', 0, 0, 53)] 0.000000
heat[('AC', 'example2', 0, 0, 54)] 0.000000
heat[('AC', 'example2', 0, 0, 55)] 0.000000
heat[('AC', 'example2', 0, 0, 56)] 0.000000
heat[('AC', 'example2', 0, 0, 57)] 0.000000
heat[('AC', 'example2', 0, 0, 58)] 0.000000
heat[('AC', 'example2', 0, 0, 59)] 0.000000
heat[('AC', 'example2', 0, 0, 60)] 0.000000
heat[('AC', 'example2', 0, 0, 61)] 0.000000
heat[('AC', 'example2', 0, 0, 62)] 0.000000
heat[('AC', 'example2', 0, 0, 63)] 0.000000
heat[('AC', 'example2', 0, 0, 64)] 0.000000
heat[('AC', 'example2', 0, 0, 65)] 0.000000
heat[('AC', 'example2', 0, 0, 66)] 0.000000
heat[('AC', 'example2', 0, 0, 67)] 0.000000
heat[('AC', 'example2', 0, 0, 68)] 0.000000
heat[('AC', 'example2', 0, 0, 69)] 0.000000
heat[('AC', 'example2', 0, 0, 70)] 0.000000
heat[('AC', 'example2', 0, 0, 71)] 0.000000
heat[('AC', 'example2', 0, 0, 72)] 0.000000
heat[('AC', 'example2', 0, 0, 73)] 0.000000
heat[('AC', 'example2', 0, 0, 74)] 0.000000
heat[('AC', 'example2', 0, 0, 75)] 0.000000
heat[('AC', 'example2', 0, 0, 76)] 0.000000
heat[('AC', 'example2', 0, 0, 77)] 0.000000
heat[('AC', 'example2', 0, 0, 78)] 0.000000
heat[('AC', 'example2', 0, 0, 79)] 0.000000
heat[('AC', 'example2', 0, 0, 80)] 0.000000
heat[('AC', 'example2', 0, 0, 81)] 0.000000
heat[('AC', 'example2', 0, 0, 82)] 0.000000
heat[('AC', 'example2', 0, 0, 83)] 0.000000
heat[('AC', 'example2', 0, 0, 84)] 0.000000
heat[('AC', 'example2', 0, 0, 85)] 0.000000
heat[('AC', 'example2', 0, 0, 86)] 0.000000
heat[('AC', 'example2', 0, 0, 87)] 0.000000
heat[('AC', 'example2', 0, 0, 88)] 0.000000
heat[('AC', 'example2', 0, 0, 89)] 0.000000
heat[('AC', 'example2', 0, 0, 90)] 0.000000
heat[('AC', 'example2', 0, 0, 91)] 0.000000
heat[('AC', 'example2', 0, 0, 92)] 0.000000
heat[('AC', 'example2', 0, 0, 93)] 0.000000
heat[('AC', 'example2', 0, 0, 94)] 0.000000
heat[('AC', 'example2', 0, 0, 95)] 0.000000
heat[('AC', 'example2', 0, 0, 96)] 0.000000
heat[('AC', 'example2', 0, 0, 97)] 0.000000
heat[('AC', 'example2', 0, 0, 98)] 0.000000
heat[('AC', 'example2', 0, 0, 99)] 0.000000
heat[('AC', 'example2', 0, 0, 100)] 0.000000
heat[('AC', 'example2', 0, 0, 101)] 0.000000
heat[('AC', 'example2', 0, 0, 102)] 0.000000
heat[('AC', 'example2', 0, 0, 103)] 0.000000
heat[('AC', 'example2', 0, 0, 104)] 0.000000
heat[('AC', 'example2', 0, 0, 105)] 0.000000
heat[('AC', 'example2', 0, 0, 106)] 0.000000
heat[('AC', 'example2', 0, 0, 107)] 0.000000
heat[('AC', 'example2', 0, 0, 108)] 0.000000
heat[('AC', 'example2', 0, 0, 109)] 0.000000
heat[('AC', 'example2', 0, 0, 110)] 0.000000
heat[('AC', 'example2', 0, 0, 111)] 0.000000
heat[('AC', 'example2', 0, 0, 112)] 0.000000
heat[('AC', 'example2', 0, 0, 113)] 0.000000
heat[('AC', 'example2', 0, 0, 114)] 0.000000
heat[('AC', 'example2', 0, 0, 115)] 0.000000
heat[('AC', 'example2', 0, 0, 116)] 0.000000
heat[('AC', 'example2', 0, 0, 117)] 0.000000
heat[('AC', 'example2', 0, 0, 118)] 0.000000
heat[('AC', 'example2', 0, 0, 119)] 0.000000
heat[('AC', 'example2', 0, 0, 120)] 0.000000
heat[('AC', 'example2', 0, 0, 121)] 0.000000
heat[('AC', 'example2', 0, 0, 122)] 0.000000
heat[('AC', 'example2', 0, 0, 123)] 0.000000
heat[('AC', 'example2', 0, 0, 124)] 0.000000
heat[('AC', 'example2', 0, 0, 125)] 0.000000
heat[('AC', 'example2', 0, 0, 126)] 0.000000
heat[('AC', 'example2', 0, 0, 127)] 0.000000
heat[('AC', 'example2', 0, 0, 128)] 0.000000
heat[('AC', 'example2', 0, 0, 129)] 0.000000
heat[('AC', 'example2', 0, 0, 130)] 0.000000
heat[('AC', 'example2', 0, 0, 131)] 0.000000
heat[('AC', 'example2', 0, 0, 132)] 0.000000
heat[('AC', 'example2', 0, 0, 133)] 0.000000
heat[('AC', 'example2', 0, 0, 134)] 0.000000
heat[('AC', 'example2', 0, 0, 135)] 0.000000
heat[('AC', 'example2', 0, 0, 136)] 0.000000
heat[('AC', 'example2', 0, 0, 137)] 0.000000
heat[('AC', 'example2', 0, 0, 138)] 0.000000
heat[('AC', 'example2', 0, 0, 139)] 0.000000
heat[('AC', 'example2', 0, 0, 140)] 0.000000
heat[('AC', 'example2', 0, 0, 141)] 0.000000
heat[('AC', 'example2', 0, 0, 142)] 0.000000
heat[('AC', 'example2', 0, 0, 143)] 0.000000
heat[('AC', 'example2', 0, 0, 144)] 0.000000
heat[('AC', 'example2', 0, 0, 145)] 0.000000
heat[('AC', 'example2', 0, 0, 146)] 0.000000
heat[('AC', 'example2', 0, 0, 147)] 0.000000
heat[('AC', 'example2', 0, 0, 148)] 0.000000
heat[('AC', 'example2', 0, 0, 149)] 0.000000
heat[('AC', 'example2', 0, 0, 150)] 0.000000
heat[('AC', 'example2', 0, 0, 151)] 0.000000
heat[('AC', 'example2', 0, 0, 152)] 0.000000
heat[('AC', 'example2', 0, 0, 153)] 0.000000
heat[('AC', 'example2', 0, 0, 154)] 0.000000
heat[('AC', 'example2', 0, 0, 155)] 0.000000
heat[('AC', 'example2', 0, 0, 156)] 0.000000
heat[('AC', 'example2', 0, 0, 157)] 0.000000
heat[('AC', 'example2', 0, 0, 158)] 0.000000
heat[('AC', 'example2', 0, 0, 159)] 0.000000
heat[('AC', 'example2', 0, 0, 160)] 0.000000
heat[('AC', 'example2', 0, 0, 161)] 0.000000
heat[('AC', 'example2', 0, 0, 162)] 0.000000
heat[('AC', 'example2', 0, 0, 163)] 0.000000
heat[('AC', 'example2', 0, 0, 164)] 0.000000
heat[('AC', 'example2', 0, 0, 165)] 0.000000
heat[('AC', 'example2', 0, 0, 166)] 0.000000
heat[('AC', 'example2', 0, 0, 167)] 0.000000
heat[('AC', 'example2', 0, 1, 0)] 0.000000
heat[('AC', 'example2', 0, 1, 1)] 0.000000
heat[('AC', 'example2', 0, 1, 2)] 0.000000
heat[('AC', 'example2', 0, 1, 3)] 0.000000
heat[('AC', 'example2', 0, 1, 4)] 0.000000
heat[('AC', 'example2', 0, 1, 5)] 0.000000
heat[('AC', 'example2', 0, 1, 6)] 0.000000
heat[('AC', 'example2', 0, 1, 7)] 0.000000
heat[('AC', 'example2', 0, 1, 8)] 0.000000
heat[('AC', 'example2', 0, 1, 9)] 0.000000
heat[('AC', 'example2', 0, 1, 10)] 0.000000
heat[('AC', 'example2', 0, 1, 11)] 0.000000
heat[('AC', 'example2', 0, 1, 12)] 0.000000
heat[('AC', 'example2', 0, 1, 13)] 0.000000
heat[('AC', 'example2', 0, 1, 14)] 0.000000
heat[('AC', 'example2', 0, 1, 15)] 0.000000
